"id","name","base_experience","height","weight","type 1","type 2","ability 1","ability 2","ability 3","move1","move2","move3","move4","hp","attack","defence","special attack","special defence","speed"
657,"frogadier",142,6,109,"water",NA,"torrent"," protean",NA,"pound"," ice-punch"," swords-dance"," cut",54,63,52,83,56,97
658,"greninja",239,15,400,"water","dark","torrent"," protean",NA,"pound"," ice-punch"," swords-dance"," cut",72,95,67,103,71,122
659,"bunnelby",47,4,50,"normal",NA,"pickup"," cheek-pouch"," huge-power","double-slap"," swords-dance"," cut"," double-kick",38,36,38,32,36,57
660,"diggersby",148,10,424,"normal","ground","pickup"," cheek-pouch"," huge-power","double-slap"," mega-punch"," fire-punch"," ice-punch",85,56,77,50,77,78
661,"fletchling",56,3,17,"normal","flying","big-pecks"," gale-wings",NA,"razor-wind"," swords-dance"," fly"," tackle",45,50,43,40,38,62
662,"fletchinder",134,7,160,"fire","flying","flame-body"," gale-wings",NA,"razor-wind"," swords-dance"," fly"," tackle",62,73,55,56,52,84
663,"talonflame",175,12,245,"fire","flying","flame-body"," gale-wings",NA,"razor-wind"," swords-dance"," fly"," tackle",78,81,71,74,69,126
664,"scatterbug-icy-snow",40,3,25,"bug",NA,"shield-dust"," compound-eyes"," friend-guard","tackle"," poison-powder"," stun-spore"," string-shot",38,35,40,27,25,35
665,"spewpa-icy-snow",75,3,84,"bug",NA,"shed-skin"," friend-guard",NA,"harden"," protect"," iron-defense"," bug-bite",45,22,60,27,30,29
666,"vivillon-meadow",185,12,170,"bug","flying","shield-dust"," compound-eyes"," friend-guard","gust"," supersonic"," psybeam"," hyper-beam",80,52,50,90,50,89
667,"litleo",74,6,135,"fire","normal","rivalry"," unnerve"," moxie","headbutt"," tackle"," body-slam"," take-down",62,50,58,73,54,72
668,"pyroar",177,15,815,"fire","normal","rivalry"," unnerve"," moxie","headbutt"," tackle"," body-slam"," take-down",86,68,72,109,66,106
669,"flabebe-red",61,1,1,"fairy",NA,"flower-veil"," symbiosis",NA,"vine-whip"," tackle"," razor-leaf"," solar-beam",44,38,39,61,79,42
670,"floette-red",130,2,9,"fairy",NA,"flower-veil"," symbiosis",NA,"vine-whip"," tackle"," razor-leaf"," solar-beam",54,45,47,75,98,52
671,"florges-red",248,11,100,"fairy",NA,"flower-veil"," symbiosis",NA,"hyper-beam"," solar-beam"," petal-dance"," toxic",78,65,68,112,154,75
672,"skiddo",70,9,310,"grass",NA,"sap-sipper"," grass-pelt",NA,"vine-whip"," tackle"," body-slam"," take-down",66,65,48,62,57,52
673,"gogoat",186,17,910,"grass",NA,"sap-sipper"," grass-pelt",NA,"vine-whip"," tackle"," body-slam"," take-down",123,100,62,97,81,68
674,"pancham",70,6,80,"fighting",NA,"iron-fist"," mold-breaker"," scrappy","karate-chop"," comet-punch"," mega-punch"," fire-punch",67,82,62,46,48,43
675,"pangoro",173,21,1360,"fighting","dark","iron-fist"," mold-breaker"," scrappy","karate-chop"," comet-punch"," mega-punch"," fire-punch",95,124,78,69,71,58
676,"furfrou-natural",165,12,280,"normal",NA,"fur-coat",NA,NA,"sand-attack"," headbutt"," tackle"," take-down",75,80,60,65,90,102
677,"espurr",71,3,35,"psychic",NA,"keen-eye"," infiltrator"," own-tempo","pay-day"," scratch"," cut"," leer",62,48,54,63,60,68
678,"meowstic-male",163,6,85,"psychic",NA,"keen-eye"," infiltrator"," prankster","pay-day"," scratch"," cut"," leer",74,48,76,83,81,104
679,"honedge",65,8,20,"steel","ghost","no-guard",NA,NA,"swords-dance"," cut"," tackle"," toxic",45,80,100,35,37,28
680,"doublade",157,8,45,"steel","ghost","no-guard",NA,NA,"swords-dance"," cut"," tackle"," toxic",59,110,150,45,49,35
681,"aegislash-shield",234,17,530,"steel","ghost","stance-change",NA,NA,"swords-dance"," cut"," tackle"," hyper-beam",60,50,140,50,140,60
682,"spritzee",68,2,5,"fairy",NA,"healer"," aroma-veil",NA,"disable"," thunderbolt"," toxic"," psychic",78,52,60,63,65,23
683,"aromatisse",162,8,155,"fairy",NA,"healer"," aroma-veil",NA,"hyper-beam"," thunderbolt"," thunder"," toxic",101,72,72,99,89,29
684,"swirlix",68,4,35,"fairy",NA,"sweet-veil"," unburden",NA,"tackle"," flamethrower"," surf"," string-shot",62,48,66,59,57,49
685,"slurpuff",168,8,50,"fairy",NA,"sweet-veil"," unburden",NA,"tackle"," flamethrower"," surf"," hyper-beam",82,80,86,85,75,72
686,"inkay",58,4,35,"dark","psychic","contrary"," suction-cups"," infiltrator","cut"," bind"," tackle"," wrap",53,54,53,37,46,45
687,"malamar",169,15,470,"dark","psychic","contrary"," suction-cups"," infiltrator","cut"," bind"," tackle"," wrap",86,92,88,68,75,73
688,"binacle",61,5,310,"rock","water","tough-claws"," sniper"," pickpocket","scratch"," swords-dance"," cut"," sand-attack",42,52,67,39,56,50
689,"barbaracle",175,13,960,"rock","water","tough-claws"," sniper"," pickpocket","scratch"," swords-dance"," cut"," sand-attack",72,105,115,54,86,68
690,"skrelp",64,5,73,"poison","water","poison-point"," poison-touch"," adaptability","tackle"," take-down"," tail-whip"," acid",50,60,60,60,60,30
691,"dragalge",173,18,815,"poison","dragon","poison-point"," poison-touch"," adaptability","tackle"," take-down"," tail-whip"," acid",65,75,90,97,123,44
692,"clauncher",66,5,83,"water",NA,"mega-launcher",NA,NA,"vice-grip"," swords-dance"," cut"," take-down",50,53,62,58,63,44
693,"clawitzer",100,13,353,"water",NA,"mega-launcher",NA,NA,"vice-grip"," swords-dance"," cut"," body-slam",71,73,88,120,89,59
694,"helioptile",58,5,60,"electric","normal","dry-skin"," sand-veil"," solar-power","pound"," razor-wind"," cut"," tail-whip",44,38,33,61,43,70
695,"heliolisk",168,10,210,"electric","normal","dry-skin"," sand-veil"," solar-power","pound"," mega-punch"," fire-punch"," thunder-punch",62,55,52,109,94,109
696,"tyrunt",72,8,260,"rock","dragon","strong-jaw"," sturdy",NA,"stomp"," horn-drill"," tackle"," body-slam",58,89,77,45,45,48
697,"tyrantrum",182,25,2700,"rock","dragon","strong-jaw"," rock-head",NA,"stomp"," horn-drill"," tackle"," body-slam",82,121,119,69,59,71
698,"amaura",72,13,252,"rock","ice","refrigerate"," snow-warning",NA,"body-slam"," take-down"," growl"," roar",77,59,50,67,63,46
699,"aurorus",104,27,2250,"rock","ice","refrigerate"," snow-warning",NA,"body-slam"," take-down"," growl"," roar",123,77,72,99,92,58
700,"sylveon",184,10,235,"fairy",NA,"cute-charm"," pixilate",NA,"pay-day"," cut"," sand-attack"," tackle",95,65,65,110,130,60
701,"hawlucha",175,8,215,"fighting","flying","limber"," unburden"," mold-breaker","karate-chop"," mega-punch"," fire-punch"," thunder-punch",78,92,75,74,63,118
702,"dedenne",151,2,22,"electric","fairy","cheek-pouch"," pickup"," plus","thunder-punch"," cut"," tackle"," take-down",67,58,57,81,67,101
703,"carbink",100,3,57,"rock","fairy","clear-body"," sturdy",NA,"tackle"," body-slam"," take-down"," double-edge",50,50,150,50,150,50
704,"goomy",60,3,28,"dragon",NA,"sap-sipper"," hydration"," gooey","tackle"," body-slam"," take-down"," water-gun",45,50,35,55,75,40
705,"sliggoo",158,8,175,"dragon",NA,"sap-sipper"," hydration"," gooey","tackle"," body-slam"," take-down"," water-gun",68,75,53,83,113,60
706,"goodra",270,20,1505,"dragon",NA,"sap-sipper"," hydration"," gooey","mega-punch"," fire-punch"," thunder-punch"," mega-kick",90,100,70,110,150,80
707,"klefki",165,2,30,"steel","fairy","prankster"," magician",NA,"cut"," tackle"," hyper-beam"," thunder-wave",57,80,91,80,87,75
708,"phantump",62,4,70,"ghost","grass","natural-cure"," frisk"," harvest","cut"," tackle"," disable"," strength",43,70,48,50,60,38
709,"trevenant",166,15,710,"ghost","grass","natural-cure"," frisk"," harvest","cut"," tackle"," take-down"," disable",85,110,76,65,82,56
710,"pumpkaboo-average",67,4,50,"ghost","grass","pickup"," frisk"," insomnia","disable"," flamethrower"," leech-seed"," razor-leaf",49,66,70,44,55,51
711,"gourgeist-average",173,9,125,"ghost","grass","pickup"," frisk"," insomnia","flamethrower"," hyper-beam"," leech-seed"," razor-leaf",65,90,122,58,75,84
712,"bergmite",61,10,995,"ice",NA,"own-tempo"," ice-body"," sturdy","tackle"," body-slam"," take-down"," double-edge",55,69,85,32,35,28
713,"avalugg",180,20,5050,"ice",NA,"own-tempo"," ice-body"," sturdy","tackle"," body-slam"," take-down"," double-edge",95,117,184,44,46,28
714,"noibat",49,5,80,"flying","dragon","frisk"," infiltrator"," telepathy","razor-wind"," cut"," gust"," wing-attack",40,30,35,45,40,55
715,"noivern",187,15,850,"flying","dragon","frisk"," infiltrator"," telepathy","razor-wind"," cut"," gust"," wing-attack",85,70,80,97,80,123
716,"xerneas-active",306,30,2150,"fairy",NA,"fairy-aura",NA,NA,"cut"," tackle"," body-slam"," take-down",126,131,95,131,98,99
717,"yveltal",306,58,2030,"dark","flying","dark-aura",NA,NA,"razor-wind"," cut"," gust"," fly",126,131,95,131,98,99
718,"zygarde-50",270,50,3050,"dragon","ground","aura-break",NA,NA,"bind"," body-slam"," bite"," hyper-beam",108,100,121,81,95,95
719,"diancie",270,7,88,"rock","fairy","clear-body",NA,NA,"tackle"," body-slam"," take-down"," hyper-beam",50,100,150,100,150,50
720,"hoopa",270,5,90,"psychic","ghost","magician",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," take-down",80,110,60,150,130,70
721,"volcanion",270,17,1950,"fire","water","water-absorb",NA,NA,"cut"," stomp"," body-slam"," take-down",80,110,120,130,90,70
722,"rowlet",64,3,15,"grass","flying","overgrow"," long-reach",NA,"swords-dance"," gust"," fury-attack"," tackle",68,55,55,50,50,42
723,"dartrix",147,7,160,"grass","flying","overgrow"," long-reach",NA,"swords-dance"," gust"," fury-attack"," tackle",78,75,75,70,70,52
724,"decidueye",239,16,366,"grass","ghost","overgrow"," long-reach",NA,"swords-dance"," fury-attack"," tackle"," take-down",78,107,75,100,100,70
725,"litten",64,4,43,"fire",NA,"blaze"," intimidate",NA,"pay-day"," scratch"," swords-dance"," double-kick",45,65,40,60,40,70
726,"torracat",147,7,250,"fire",NA,"blaze"," intimidate",NA,"pay-day"," scratch"," swords-dance"," double-kick",65,85,50,80,50,90
727,"incineroar",239,18,830,"fire","dark","blaze"," intimidate",NA,"mega-punch"," pay-day"," fire-punch"," thunder-punch",95,115,90,80,90,60
728,"popplio",64,4,75,"water",NA,"torrent"," liquid-voice",NA,"pound"," double-slap"," growl"," sing",50,54,54,66,56,40
729,"brionne",147,6,175,"water",NA,"torrent"," liquid-voice",NA,"pound"," double-slap"," body-slam"," growl",60,69,69,91,81,50
730,"primarina",239,18,440,"water","fairy","torrent"," liquid-voice",NA,"pound"," double-slap"," body-slam"," growl",80,74,74,126,116,60
731,"pikipek",53,3,12,"normal","flying","keen-eye"," skill-link"," pickup","swords-dance"," fly"," fury-attack"," take-down",35,75,30,30,30,65
732,"trumbeak",124,6,148,"normal","flying","keen-eye"," skill-link"," pickup","swords-dance"," fly"," fury-attack"," take-down",55,85,50,40,50,75
733,"toucannon",218,11,260,"normal","flying","keen-eye"," skill-link"," sheer-force","swords-dance"," fly"," fury-attack"," take-down",80,120,75,75,75,60
734,"yungoos",51,4,60,"normal",NA,"stakeout"," strong-jaw"," adaptability","sand-attack"," tackle"," take-down"," thrash",48,70,30,30,30,45
735,"gumshoos",146,7,142,"normal",NA,"stakeout"," strong-jaw"," adaptability","fire-punch"," ice-punch"," thunder-punch"," sand-attack",88,110,60,55,60,45
736,"grubbin",60,4,44,"bug",NA,"swarm",NA,NA,"vice-grip"," take-down"," bite"," string-shot",47,62,45,55,45,46
737,"charjabug",140,5,105,"bug","electric","battery",NA,NA,"vice-grip"," take-down"," bite"," string-shot",57,82,95,55,75,36
738,"vikavolt",225,15,450,"bug","electric","levitate",NA,NA,"vice-grip"," guillotine"," fly"," take-down",77,70,90,145,75,43
739,"crabrawler",68,6,70,"fighting",NA,"hyper-cutter"," iron-fist"," anger-point","ice-punch"," thunder-punch"," slam"," body-slam",47,82,57,42,47,63
740,"crabominable",167,17,1800,"fighting","ice","hyper-cutter"," iron-fist"," anger-point","ice-punch"," thunder-punch"," slam"," body-slam",97,132,77,62,67,43
741,"oricorio-baile",167,6,34,"fire","flying","dancer",NA,NA,"pound"," double-slap"," swords-dance"," fly",75,70,70,98,70,93
742,"cutiefly",61,1,2,"bug","fairy","honey-gather"," shield-dust"," sweet-veil","absorb"," stun-spore"," toxic"," psychic",40,45,40,55,40,84
743,"ribombee",162,2,5,"bug","fairy","honey-gather"," shield-dust"," sweet-veil","take-down"," hyper-beam"," absorb"," solar-beam",60,55,60,95,70,124
744,"rockruff",56,5,92,"rock",NA,"keen-eye"," vital-spirit"," steadfast","swords-dance"," sand-attack"," tackle"," body-slam",45,65,40,30,40,60
745,"lycanroc-midday",170,8,250,"rock",NA,"keen-eye"," sand-rush"," steadfast","swords-dance"," sand-attack"," tackle"," body-slam",75,115,65,55,65,112
746,"wishiwashi-solo",61,2,3,"water",NA,"schooling",NA,NA,"take-down"," double-edge"," growl"," mist",45,20,20,25,25,40
747,"mareanie",61,4,80,"poison","water","merciless"," limber"," regenerator","poison-sting"," pin-missile"," bite"," hydro-pump",50,53,62,43,52,45
748,"toxapex",173,7,145,"poison","water","merciless"," limber"," regenerator","body-slam"," poison-sting"," pin-missile"," bite",50,63,152,53,142,35
749,"mudbray",77,10,1100,"ground",NA,"own-tempo"," stamina"," inner-focus","stomp"," double-kick"," mega-kick"," body-slam",70,100,70,45,55,45
750,"mudsdale",175,25,9200,"ground",NA,"own-tempo"," stamina"," inner-focus","stomp"," double-kick"," mega-kick"," body-slam",100,125,100,55,85,35
751,"dewpider",54,3,40,"water","bug","water-bubble"," water-absorb",NA,"headbutt"," bite"," water-gun"," hydro-pump",38,40,52,40,72,27
752,"araquanid",159,18,820,"water","bug","water-bubble"," water-absorb",NA,"headbutt"," body-slam"," bite"," water-gun",68,70,92,50,132,42
753,"fomantis",50,3,15,"grass",NA,"leaf-guard"," contrary",NA,"swords-dance"," take-down"," growth"," razor-leaf",40,55,35,50,35,35
754,"lurantis",168,9,185,"grass",NA,"leaf-guard"," contrary",NA,"swords-dance"," take-down"," hyper-beam"," growth",70,105,90,80,90,45
755,"morelull",57,2,15,"grass","fairy","illuminate"," effect-spore"," rain-dish","absorb"," mega-drain"," leech-seed"," growth",40,35,55,65,75,15
756,"shiinotic",142,10,115,"grass","fairy","illuminate"," effect-spore"," rain-dish","hyper-beam"," absorb"," mega-drain"," solar-beam",60,45,80,90,100,30
757,"salandit",64,6,48,"poison","fire","corrosion"," oblivious",NA,"double-slap"," scratch"," sand-attack"," take-down",48,44,40,71,40,77
758,"salazzle",168,12,222,"poison","fire","corrosion"," oblivious",NA,"pound"," double-slap"," scratch"," body-slam",68,64,60,111,60,117
759,"stufful",68,5,68,"normal","fighting","fluffy"," klutz"," cute-charm","mega-punch"," ice-punch"," thunder-punch"," swords-dance",70,75,50,45,50,50
760,"bewear",175,21,1350,"normal","fighting","fluffy"," klutz"," unnerve","mega-punch"," ice-punch"," thunder-punch"," swords-dance",120,125,80,55,60,60
761,"bounsweet",42,3,32,"grass",NA,"leaf-guard"," oblivious"," sweet-veil","take-down"," razor-leaf"," solar-beam"," toxic",42,30,38,30,38,32
762,"steenee",102,7,82,"grass",NA,"leaf-guard"," oblivious"," sweet-veil","double-slap"," stomp"," take-down"," razor-leaf",52,40,48,40,48,62
763,"tsareena",230,12,214,"grass",NA,"leaf-guard"," queenly-majesty"," sweet-veil","double-slap"," stomp"," mega-kick"," take-down",72,120,98,50,98,72
764,"comfey",170,1,3,"fairy",NA,"flower-veil"," triage"," natural-cure","bind"," vine-whip"," wrap"," hyper-beam",51,52,90,82,110,100
765,"oranguru",172,15,760,"normal","psychic","inner-focus"," telepathy"," symbiosis","mega-punch"," mega-kick"," body-slam"," take-down",90,60,80,90,110,60
766,"passimian",172,20,828,"fighting",NA,"receiver"," defiant",NA,"mega-punch"," mega-kick"," tackle"," body-slam",100,120,90,40,60,80
767,"wimpod",46,5,120,"bug","water","wimp-out",NA,NA,"sand-attack"," surf"," toxic"," screech",25,35,40,20,30,80
768,"golisopod",186,20,1080,"bug","water","emergency-exit",NA,NA,"swords-dance"," sand-attack"," pin-missile"," surf",75,125,140,60,90,40
769,"sandygast",64,5,700,"ghost","ground","water-compaction"," sand-veil",NA,"sand-attack"," absorb"," mega-drain"," earthquake",55,55,80,70,45,15
770,"palossand",168,13,2500,"ghost","ground","water-compaction"," sand-veil",NA,"sand-attack"," body-slam"," hyper-beam"," absorb",85,75,110,100,75,35
771,"pyukumuku",144,3,12,"water",NA,"innards-out"," unaware",NA,"counter"," toxic"," screech"," double-team",55,60,130,30,130,5
772,"type-null",107,19,1205,"normal",NA,"battle-armor",NA,NA,"razor-wind"," swords-dance"," tackle"," take-down",95,95,95,95,95,59
773,"silvally-normal",257,23,1005,"normal",NA,"rks-system",NA,NA,"razor-wind"," swords-dance"," tackle"," take-down",95,95,95,95,95,95
774,"minior-red-meteor",154,3,400,"rock","flying","shields-down",NA,NA,"tackle"," take-down"," double-edge"," hyper-beam",60,60,100,60,100,60
775,"komala",168,4,199,"normal",NA,"comatose",NA,NA,"swords-dance"," slam"," body-slam"," take-down",65,115,65,75,95,65
776,"turtonator",170,20,2120,"fire","dragon","shell-armor",NA,NA,"mega-punch"," mega-kick"," tackle"," body-slam",60,78,135,91,85,36
777,"togedemaru",152,3,33,"electric","steel","iron-barbs"," lightning-rod"," sturdy","tackle"," twineedle"," pin-missile"," hyper-beam",65,98,63,40,73,96
778,"mimikyu-disguised",167,2,7,"ghost","fairy","disguise",NA,NA,"scratch"," swords-dance"," take-down"," hyper-beam",55,90,80,50,105,96
779,"bruxish",166,9,190,"water","psychic","dazzling"," strong-jaw"," wonder-skin","swords-dance"," take-down"," bite"," disable",68,105,70,70,70,92
780,"drampa",170,30,1850,"normal","dragon","berserk"," sap-sipper"," cloud-nine","razor-wind"," fly"," roar"," flamethrower",78,60,85,135,91,36
781,"dhelmise",181,39,2100,"ghost","grass","steelworker",NA,NA,"swords-dance"," slam"," wrap"," hydro-pump",70,131,100,86,90,40
782,"jangmo-o",60,6,297,"dragon",NA,"bulletproof"," soundproof"," overcoat","swords-dance"," headbutt"," tackle"," body-slam",45,55,65,45,45,45
783,"hakamo-o",147,12,470,"dragon","fighting","bulletproof"," soundproof"," overcoat","mega-punch"," swords-dance"," mega-kick"," headbutt",55,75,90,65,70,65
784,"kommo-o",270,16,782,"dragon","fighting","bulletproof"," soundproof"," overcoat","mega-punch"," fire-punch"," ice-punch"," thunder-punch",75,110,125,100,105,85
785,"tapu-koko",257,18,205,"electric","fairy","electric-surge"," telepathy",NA,"thunder-punch"," fly"," roar"," hyper-beam",70,115,85,95,75,130
786,"tapu-lele",257,12,186,"psychic","fairy","psychic-surge"," telepathy",NA,"psybeam"," hyper-beam"," thunderbolt"," thunder",70,85,75,130,115,95
787,"tapu-bulu",257,19,455,"grass","fairy","grassy-surge"," telepathy",NA,"mega-punch"," swords-dance"," whirlwind"," horn-attack",70,130,115,85,95,75
788,"tapu-fini",257,13,212,"water","fairy","misty-surge"," telepathy",NA,"ice-punch"," mist"," water-gun"," hydro-pump",70,75,115,95,130,85
789,"cosmog",40,2,1,"psychic",NA,"unaware",NA,NA,"teleport"," splash",NA,NA,43,29,31,29,31,37
790,"cosmoem",140,1,9999,"psychic",NA,"sturdy",NA,NA,"teleport"," cosmic-power",NA,NA,43,29,131,29,131,37
791,"solgaleo",306,34,2300,"psychic","steel","full-metal-body",NA,NA,"body-slam"," take-down"," double-edge"," roar",137,137,107,113,89,97
792,"lunala",306,40,1200,"psychic","ghost","shadow-shield",NA,NA,"fly"," roar"," ice-beam"," blizzard",137,113,89,137,107,97
793,"nihilego",257,12,555,"rock","poison","beast-boost",NA,NA,"pound"," bind"," headbutt"," body-slam",109,53,47,127,131,103
794,"buzzwole",257,24,3336,"bug","fighting","beast-boost",NA,NA,"comet-punch"," mega-punch"," ice-punch"," thunder-punch",107,139,139,53,53,79
795,"pheromosa",257,18,250,"bug","fighting","beast-boost",NA,NA,"stomp"," double-kick"," jump-kick"," leer",71,137,37,137,37,151
796,"xurkitree",257,38,1000,"electric",NA,"beast-boost",NA,NA,"thunder-punch"," bind"," wrap"," hyper-beam",83,89,71,173,71,83
797,"celesteela",257,92,9999,"steel","flying","beast-boost",NA,NA,"fly"," tackle"," body-slam"," double-edge",97,101,103,107,101,61
798,"kartana",257,3,1,"grass","steel","beast-boost",NA,NA,"guillotine"," swords-dance"," cut"," razor-leaf",59,181,131,59,31,109
799,"guzzlord",257,55,8880,"dark","dragon","beast-boost",NA,NA,"mega-punch"," stomp"," mega-kick"," body-slam",223,101,53,97,53,43
800,"necrozma",270,24,2300,"psychic",NA,"prism-armor",NA,NA,"swords-dance"," body-slam"," hyper-beam"," solar-beam",97,107,101,127,89,79
801,"magearna",270,10,805,"steel","fairy","soul-heart",NA,NA,"body-slam"," take-down"," sonic-boom"," ice-beam",80,95,115,130,115,65
802,"marshadow",270,7,222,"fighting","ghost","technician",NA,NA,"mega-punch"," fire-punch"," ice-punch"," thunder-punch",90,125,80,90,90,125
803,"poipole",189,6,18,"poison",NA,"beast-boost",NA,NA,"fury-attack"," pin-missile"," growl"," acid",67,73,67,73,67,73
804,"naganadel",243,36,1500,"poison","dragon","beast-boost",NA,NA,"fly"," fury-attack"," pin-missile"," growl",73,73,73,127,73,121
805,"stakataka",257,55,8200,"rock","steel","beast-boost",NA,NA,"bind"," stomp"," mega-kick"," tackle",61,131,211,53,101,13
806,"blacephalon",257,18,130,"fire","ghost","beast-boost",NA,NA,"fire-punch"," ember"," flamethrower"," hyper-beam",53,127,53,151,79,107
807,"zeraora",270,15,445,"electric",NA,"volt-absorb",NA,NA,"mega-punch"," pay-day"," fire-punch"," thunder-punch",88,112,75,102,80,143
808,"meltan",135,2,80,"steel",NA,"magnet-pull",NA,NA,"headbutt"," tail-whip"," thunder-shock"," thunderbolt",46,65,65,55,35,34
809,"melmetal",270,25,8000,"steel",NA,"iron-fist",NA,NA,"mega-punch"," ice-punch"," thunder-punch"," mega-kick",135,143,143,80,65,34
810,"grookey",62,3,50,"grass",NA,"overgrow"," grassy-surge",NA,"mega-punch"," scratch"," swords-dance"," slam",50,65,50,40,40,65
811,"thwackey",147,7,140,"grass",NA,"overgrow"," grassy-surge",NA,"mega-punch"," scratch"," swords-dance"," slam",70,85,70,55,60,80
812,"rillaboom",265,21,900,"grass",NA,"overgrow"," grassy-surge",NA,"mega-punch"," scratch"," swords-dance"," slam",100,125,90,60,70,85
813,"scorbunny",62,3,45,"fire",NA,"blaze"," libero",NA,"double-kick"," mega-kick"," sand-attack"," headbutt",50,71,40,40,40,69
814,"raboot",147,6,90,"fire",NA,"blaze"," libero",NA,"swords-dance"," double-kick"," mega-kick"," sand-attack",65,86,60,55,60,94
815,"cinderace",265,14,330,"fire",NA,"blaze"," libero",NA,"fire-punch"," swords-dance"," double-kick"," mega-kick",80,116,75,65,75,119
816,"sobble",62,3,40,"water",NA,"torrent"," sniper",NA,"pound"," bind"," take-down"," growl",50,40,40,70,40,70
817,"drizzile",147,7,115,"water",NA,"torrent"," sniper",NA,"pound"," bind"," take-down"," growl",65,60,55,95,55,90
818,"inteleon",265,19,452,"water",NA,"torrent"," sniper",NA,"pound"," swords-dance"," bind"," take-down",70,85,65,125,65,120
819,"skwovet",55,3,25,"normal",NA,"cheek-pouch"," gluttony",NA,"tackle"," body-slam"," take-down"," double-edge",70,55,55,35,35,25
820,"greedent",161,6,60,"normal",NA,"cheek-pouch"," gluttony",NA,"swords-dance"," tackle"," body-slam"," take-down",120,95,95,55,75,20
821,"rookidee",49,2,18,"flying",NA,"keen-eye"," unnerve"," big-pecks","fly"," sand-attack"," fury-attack"," take-down",38,47,35,33,35,57
822,"corvisquire",128,8,160,"flying",NA,"keen-eye"," unnerve"," big-pecks","fly"," fury-attack"," take-down"," leer",68,67,55,43,55,77
823,"corviknight",248,22,750,"flying","steel","pressure"," unnerve"," mirror-armor","fly"," sand-attack"," fury-attack"," body-slam",98,87,105,53,85,67
824,"blipbug",36,4,80,"bug",NA,"swarm"," compound-eyes"," telepathy","supersonic"," recover"," struggle-bug"," sticky-web",25,20,20,25,45,45
825,"dottler",117,4,195,"bug","psychic","swarm"," compound-eyes"," telepathy","solar-beam"," confusion"," psychic"," light-screen",50,35,80,50,90,30
826,"orbeetle",253,4,408,"bug","psychic","swarm"," frisk"," telepathy","psybeam"," hyper-beam"," solar-beam"," confusion",60,45,110,80,120,90
827,"nickit",49,6,89,"dark",NA,"run-away"," unburden"," stakeout","tail-whip"," dig"," agility"," quick-attack",40,28,28,47,52,50
828,"thievul",159,12,199,"dark",NA,"run-away"," unburden"," stakeout","tail-whip"," hyper-beam"," dig"," psychic",70,58,58,87,92,90
829,"gossifleur",50,4,22,"grass",NA,"cotton-down"," regenerator"," effect-spore","sing"," leech-seed"," growth"," razor-leaf",40,40,60,40,60,10
830,"eldegoss",161,5,25,"grass",NA,"cotton-down"," regenerator"," effect-spore","sing"," hyper-beam"," razor-leaf"," solar-beam",60,50,90,80,120,60
831,"wooloo",122,6,60,"normal",NA,"fluffy"," run-away"," bulletproof","stomp"," double-kick"," headbutt"," tackle",42,40,55,40,45,48
832,"dubwool",172,13,430,"normal",NA,"fluffy"," steadfast"," bulletproof","swords-dance"," double-kick"," mega-kick"," headbutt",72,80,100,60,90,88
833,"chewtle",57,3,85,"water",NA,"strong-jaw"," shell-armor"," swift-swim","headbutt"," tackle"," body-slam"," take-down",50,64,50,38,38,44
834,"drednaw",170,10,1155,"water","rock","strong-jaw"," shell-armor"," swift-swim","swords-dance"," headbutt"," tackle"," body-slam",90,115,90,48,68,74
835,"yamper",54,3,135,"electric",NA,"ball-fetch"," rattled",NA,"sand-attack"," tackle"," double-edge"," tail-whip",59,45,50,40,50,26
836,"boltund",172,10,340,"electric",NA,"strong-jaw"," competitive",NA,"tackle"," tail-whip"," bite"," roar",69,90,60,90,60,121
837,"rolycoly",48,3,120,"rock",NA,"steam-engine"," heatproof"," flash-fire","tackle"," body-slam"," take-down"," dig",30,40,50,40,50,30
838,"carkol",144,11,780,"rock","fire","steam-engine"," flame-body"," flash-fire","tackle"," body-slam"," take-down"," flamethrower",80,60,90,60,70,50
839,"coalossal",255,28,3105,"rock","fire","steam-engine"," flame-body"," flash-fire","mega-punch"," fire-punch"," mega-kick"," tackle",110,80,120,80,90,30
840,"applin",52,2,5,"grass","dragon","ripen"," gluttony"," bulletproof","withdraw"," defense-curl"," rollout"," attract",40,40,80,40,40,20
841,"flapple",170,3,10,"grass","dragon","ripen"," gluttony"," hustle","wing-attack"," fly"," take-down"," hyper-beam",70,110,80,95,60,70
842,"appletun",170,4,130,"grass","dragon","ripen"," gluttony"," thick-fat","stomp"," headbutt"," body-slam"," take-down",110,85,80,100,80,30
843,"silicobra",63,22,76,"ground",NA,"sand-spit"," shed-skin"," sand-veil","slam"," sand-attack"," headbutt"," body-slam",52,57,75,35,50,46
844,"sandaconda",179,38,655,"ground",NA,"sand-spit"," shed-skin"," sand-veil","slam"," sand-attack"," headbutt"," body-slam",72,107,125,65,70,71
845,"cramorant",166,8,180,"flying","water","gulp-missile",NA,NA,"fly"," fury-attack"," take-down"," thrash",70,85,55,85,95,85
846,"arrokuda",56,5,10,"water",NA,"swift-swim"," propeller-tail",NA,"fury-attack"," take-down"," thrash"," double-edge",41,63,40,40,30,66
847,"barraskewda",172,13,300,"water",NA,"swift-swim"," propeller-tail",NA,"fury-attack"," take-down"," double-edge"," bite",61,123,60,60,50,136
